"104170", "DAILY", "DTW", "EWR", 1721, 1859, "CO879", "CO", 879, "737", "", 0, 0, "NO", 0098
"104171", "NOT SA", "DTW", "EWR", 1845, 2019, "NW366", "NW", 366, "D9S", "D/S", 0, 0, "NO", 0094
"104172", "NOT SA SU", "DTW", "EWR", 1857, 2030, "CO704", "CO", 704, "M80", "S", 0, 0, "NO", 0093
"104173", "SU", "DTW", "EWR", 1857, 2030, "CO704", "CO", 704, "737", "S", 0, 0, "NO", 0093
"104174", "NOT SA", "DTW", "EWR", 1959, 2126, "CO1248", "CO", 1248, "737", "", 0, 0, "NO", 0087
"104175", "DAILY", "DTW", "EWR", 2035, 2210, "NW216", "NW", 216, "320", "", 0, 0, "NO", 0095
"104176", "DAILY", "HOU", "EWR", 0620, 1205, "NW660", "NW", 660, "D9S", "SB", 1, 0, "NO", 0285
"104177", "NOT SU", "HOU", "EWR", 0630, 1215, "DL1472", "DL", 1472, "M80", "B", 1, 0, "NO", 0285
"104178", "DAILY", "HOU", "EWR", 1128, 1725, "AA162", "AA", 162, "72S", "LS/S", 1, 0, "NO", 0297
"104179", "DAILY", "HOU", "EWR", 1513, 2143, "AA230", "AA", 230, "72S", "D", 1, 0, "NO", 0330
"104180", "NOT SU", "IAD", "EWR", 0630, 0742, "CO3480", "CO", 3480, "ATR", "", 0, 0, "YES", 0072
"104181", "NOT SU", "IAD", "EWR", 0700, 0804, "UA1782", "UA", 1782, "72S", "S", 0, 0, "NO", 0064
"104182", "NOT SU", "IAD", "EWR", 0845, 1000, "UA3608", "UA", 3608, "EM2", "", 0, 0, "YES", 0075
"104183", "SU", "IAD", "EWR", 0900, 1015, "9L960", "9L", 960, "BE1", "", 0, 0, "NO", 0075
"104184", "DAILY", "IAD", "EWR", 0940, 1053, "CO3482", "CO", 3482, "ATR", "", 0, 0, "YES", 0073
"104185", "DAILY", "IAD", "EWR", 1230, 1336, "UA1584", "UA", 1584, "73S", "S/", 0, 0, "NO", 0066
"104186", "DAILY", "IAD", "EWR", 1515, 1630, "CO3486", "CO", 3486, "ATR", "", 0, 0, "YES", 0075
"104187", "DAILY", "IAD", "EWR", 1620, 1743, "UA36", "UA", 36, "767", "", 0, 0, "NO", 0083
"104188", "DAILY", "IAD", "EWR", 1750, 1905, "CO3490", "CO", 3490, "ATR", "", 0, 0, "YES", 0075
"104189", "DAILY", "IAD", "EWR", 1818, 1935, "UA1274", "UA", 1274, "72S", "S/", 0, 0, "NO", 0077
"104190", "NOT SA", "IAD", "EWR", 2130, 2240, "UA3617", "UA", 3617, "EM2", "", 0, 0, "YES", 0070
"104191", "DAILY", "IAH", "EWR", 0742, 1206, "CO594", "CO", 594, "AB3", "B", 0, 0, "NO", 0204
"104192", "DAILY", "IAH", "EWR", 1055, 1525, "CO130", "CO", 130, "AB3", "L", 0, 0, "NO", 0210
"104193", "DAILY", "IAH", "EWR", 1316, 1916, "CO322", "CO", 322, "72S", "L", 1, 0, "NO", 0300
"104194", "DAILY", "IAH", "EWR", 1317, 1913, "CO1730", "CO", 1730, "73S", "S", 1, 0, "NO", 0296
"104195", "DAILY", "IAH", "EWR", 1318, 1750, "CO828", "CO", 828, "AB3", "L", 0, 0, "NO", 0212
"104196", "NOT SA", "IAH", "EWR", 1340, 1950, "CO368", "CO", 368, "72S", "S", 1, 0, "NO", 0310
"104197", "SA", "IAH", "EWR", 1340, 1950, "CO368", "CO", 368, "72S/M80", "S", 1, 0, "NO", 0310
"104198", "DAILY", "IAH", "EWR", 1546, 2022, "CO808", "CO", 808, "72S", "D/S", 0, 0, "NO", 0216
"104199", "DAILY", "IAH", "EWR", 1721, 2200, "CO584", "CO", 584, "M80", "D", 0, 0, "NO", 0219
"104200", "NOT SU", "IAH", "EWR", 1910, 2344, "CO1622", "CO", 1622, "AB3", "D", 0, 0, "NO", 0214
"104201", "SU", "IAH", "EWR", 1910, 2344, "CO1622", "CO", 1622, "72S", "D/S", 0, 0, "NO", 0214
"104202", "DAILY", "IAH", "EWR", 2104, 0139, "CO544", "CO", 544, "M80", "S", 0, 0, "NO", 0215
"104203", "DAILY", "IND", "EWR", 0800, 0945, "US400", "US", 400, "M80", "B", 0, 0, "NO", 0105
"104204", "NOT SA", "IND", "EWR", 1340, 1526, "US1876", "US", 1876, "733", "L", 0, 0, "NO", 0106
"104205", "DAILY", "IND", "EWR", 1402, 1558, "CO738", "CO", 738, "D9S", "", 0, 0, "NO", 0116
"104206", "DAILY", "IND", "EWR", 1700, 1844, "US58", "US", 58, "733", "S", 0, 0, "NO", 0104
"104207", "NOT SA", "IND", "EWR", 1950, 2251, "CO1128", "CO", 1128, "737", "", 1, 0, "NO", 0181
"104208", "NOT SA", "IND", "EWR", 2055, 2239, "US234", "US", 234, "734", "S", 0, 0, "NO", 0104
"104209", "NOT SA", "LAS", "EWR", 0630, 1526, "US1876", "US", 1876, "733", "BL", 1, 0, "NO", 0356
"104210", "DAILY", "LAS", "EWR", 0730, 1700, "HP680", "HP", 680, "757", "SL/L", 1, 0, "NO", 0390
"104211", "NOT SA", "LAS", "EWR", 0735, 1950, "CO368", "CO", 368, "72S", "BS", 2, 0, "NO", 0555
"104212", "SA", "LAS", "EWR", 0735, 1950, "CO368", "CO", 368, "72S/M80", "BS", 2, 0, "NO", 0555
"104213", "DAILY", "LAS", "EWR", 0855, 1810, "HP687", "HP", 687, "320", "BS/B", 1, 0, "NO", 0375
"104214", "DAILY", "LAS", "EWR", 1250, 2230, "HP684", "HP", 684, "757", "SD/D", 1, 0, "NO", 0400
"104215", "DAILY", "LAS", "EWR", 2229, 0617, "CO238", "CO", 238, "733", "S", 0, 0, "NO", 0288
"104216", "DAILY", "LAX", "EWR", 0130, 1206, "CO594", "CO", 594, "AB3", "B", 1, 0, "NO", 0456
"104217", "DAILY", "LAX", "EWR", 0700, 1810, "HP687", "HP", 687, "320", "SB/B", 2, 0, "NO", 0490
"104218", "DAILY", "LAX", "EWR", 0730, 1743, "UA36", "UA", 36, "767", "BS", 1, 0, "NO", 0433
"104219", "DAILY", "LAX", "EWR", 0800, 1613, "AA114", "AA", 114, "767", "B", 0, 0, "NO", 0313
"104220", "MO TU WE", "LAX", "EWR", 0805, 1615, "CO556", "CO", 556, "747", "B", 0, 0, "NO", 0310
"104221", "TH FR SA SU", "LAX", "EWR", 0805, 1615, "CO556", "CO", 556, "D10", "B", 0, 0, "NO", 0310
"104222", "DAILY", "LAX", "EWR", 0805, 1628, "UA4", "UA", 4, "767", "BS", 0, 0, "NO", 0323
"104223", "DAILY", "LAX", "EWR", 0915, 1844, "US58", "US", 58, "733", "BS", 1, 0, "NO", 0389
"104224", "DAILY", "LAX", "EWR", 1000, 2038, "UA108", "UA", 108, "D10", "LD", 1, 0, "NO", 0458
"104225", "DAILY", "LAX", "EWR", 1230, 2049, "CO268", "CO", 268, "AB3", "L", 0, 0, "NO", 0319
"104226", "DAILY", "LAX", "EWR", 1240, 2058, "UA30", "UA", 30, "757", "L", 0, 0, "NO", 0318
"104227", "DAILY", "LAX", "EWR", 1430, 2233, "AA164", "AA", 164, "757", "D", 0, 0, "NO", 0303
"104228", "DAILY", "LAX", "EWR", 1510, 2320, "UA778", "UA", 778, "757", "D", 0, 0, "NO", 0310
"104229", "DAILY", "LAX", "EWR", 2140, 0550, "UA138", "UA", 138, "757", "S", 0, 0, "NO", 0310
"104230", "DAILY", "LAX", "EWR", 2240, 0650, "CO210", "CO", 210, "AB3", "S", 0, 0, "NO", 0310
"104231", "SU", "MCI", "EWR", 0600, 1134, "TW372", "TW", 372, "72S", "B", 1, 0, "NO", 0274
"104232", "NOT SU", "MCI", "EWR", 0630, 1134, "TW372", "TW", 372, "72S", "B", 1, 0, "NO", 0244
"104233", "DAILY", "MCI", "EWR", 0735, 1120, "CO512", "CO", 512, "73S", "B", 0, 0, "NO", 0165
"104234", "DAILY", "MCI", "EWR", 1319, 1700, "CO228", "CO", 228, "733", "S", 0, 0, "NO", 0161
"104235", "NOT SA", "MCI", "EWR", 1930, 2300, "CO1170", "CO", 1170, "72S", "S", 0, 0, "NO", 0150
"104236", "DAILY", "MCO", "EWR", 0830, 1054, "DL460", "DL", 460, "M80", "B", 0, 0, "NO", 0144
"104237", "DAILY", "MCO", "EWR", 0830, 1054, "US66", "US", 66, "734", "B", 0, 0, "NO", 0144
"104238", "DAILY", "MCO", "EWR", 0843, 1120, "UA1596", "UA", 1596, "735", "B", 0, 0, "NO", 0157
"104239", "DAILY", "MCO", "EWR", 0904, 1140, "CO732", "CO", 732, "733", "B", 0, 0, "NO", 0156
"104240", "DAILY", "MCO", "EWR", 1000, 1508, "NW431", "NW", 431, "72S", "L", 1, 0, "NO", 0308
"104241", "DAILY", "MCO", "EWR", 1120, 1342, "DL782", "DL", 782, "72S", "L", 0, 0, "NO", 0142
"104242", "DAILY", "MCO", "EWR", 1130, 1410, "CO1492", "CO", 1492, "733", "L", 0, 0, "NO", 0160
"104243", "DAILY", "MCO", "EWR", 1210, 1438, "US848", "US", 848, "73S", "L", 0, 0, "NO", 0148
"104244", "DAILY", "MCO", "EWR", 1216, 1450, "CO632", "CO", 632, "72S", "L", 0, 0, "NO", 0154
"104245", "DAILY", "MCO", "EWR", 1355, 1632, "UA1244", "UA", 1244, "735", "S", 0, 0, "NO", 0157
"104246", "DAILY", "MCO", "EWR", 1418, 1658, "CO836", "CO", 836, "733", "S", 0, 0, "NO", 0160
"104247", "DAILY", "MCO", "EWR", 1440, 1709, "DL504", "DL", 504, "M80", "S", 0, 0, "NO", 0149
"104248", "NOT SA SU", "MCO", "EWR", 1610, 1850, "CO1440", "CO", 1440, "733", "D", 0, 0, "NO", 0160
"104249", "SA SU", "MCO", "EWR", 1610, 1850, "CO1440", "CO", 1440, "72S", "D", 0, 0, "NO", 0160
"104250", "DAILY", "MCO", "EWR", 1630, 1858, "US1974", "US", 1974, "73S", "D", 0, 0, "NO", 0148
"104251", "DAILY", "MCO", "EWR", 1830, 2110, "CO1494", "CO", 1494, "733", "D", 0, 0, "NO", 0160
"104252", "DAILY", "MCO", "EWR", 1845, 2119, "UA884", "UA", 884, "733", "D", 0, 0, "NO", 0154
"104253", "DAILY", "MCO", "EWR", 1935, 2205, "BE144", "BE", 144, "72S", "", 0, 0, "NO", 0150
"104254", "DAILY", "MCO", "EWR", 1945, 2210, "DL1100", "DL", 1100, "757", "S", 0, 0, "NO", 0145
"104255", "NOT SU", "MCO", "EWR", 1956, 2228, "CO498", "CO", 498, "72S", "S", 0, 0, "NO", 0152
"104256", "SU", "MCO", "EWR", 1956, 2228, "CO498", "CO", 498, "M80", "S", 0, 0, "NO", 0152
"104257", "NOT SA", "MDW", "EWR", 1720, 2129, "HP1740", "HP", 1740, "320", "S/", 1, 0, "NO", 0189
"104258", "DAILY", "MDW", "EWR", 1945, 2245, "BE131", "BE", 131, "72S", "", 0, 0, "NO", 0120
"104259", "DAILY", "MEM", "EWR", 0830, 1205, "NW660", "NW", 660, "D9S", "B", 0, 0, "NO", 0155
"104260", "DAILY", "MEM", "EWR", 1345, 1728, "NW792", "NW", 792, "D9S", "S", 0, 0, "NO", 0163
"104261", "DAILY", "MEM", "EWR", 1940, 2314, "NW664", "NW", 664, "D9S", "D/S", 0, 0, "NO", 0154
"104262", "DAILY", "MIA", "EWR", 0720, 1215, "DL194", "DL", 194, "757", "B", 1, 0, "NO", 0295
"104263", "DAILY", "MIA", "EWR", 0755, 1039, "AA978", "AA", 978, "72S", "B", 0, 0, "NO", 0164
"104265", "DAILY", "MIA", "EWR", 0835, 1128, "CO294", "CO", 294, "72S", "B", 0, 0, "NO", 0173
"104266", "NOT SA SU", "MIA", "EWR", 1220, 1523, "CO1217", "CO", 1217, "M80", "L", 0, 0, "NO", 0183
"104267", "SA SU", "MIA", "EWR", 1220, 1523, "CO1617", "CO", 1617, "M80", "L", 0, 0, "NO", 0183
"104268", "SA", "MIA", "EWR", 1221, 1520, "CO1636", "CO", 1636, "M80", "L", 0, 0, "NO", 0179
"104269", "DAILY", "MIA", "EWR", 1355, 1651, "AA1482", "AA", 1482, "72S", "S", 0, 0, "NO", 0176
"104270", "NOT SA", "MIA", "EWR", 1400, 1650, "CO362", "CO", 362, "72S", "S", 0, 0, "NO", 0170
"104271", "SA", "MIA", "EWR", 1400, 1650, "CO862", "CO", 862, "72S", "S", 0, 0, "NO", 0170
"104272", "MO TU FR SU", "MIA", "EWR", 1415, 1915, "DL1112", "DL", 1112, "763", "D", 1, 0, "NO", 0300
"104273", "SA", "MIA", "EWR", 1415, 1915, "DL1112", "DL", 1112, "L10/763", "D", 1, 0, "NO", 0300
"104274", "WE TH", "MIA", "EWR", 1415, 1915, "DL1112", "DL", 1112, "757/763", "D", 1, 0, "NO", 0300
"104275", "NOT SA", "MIA", "EWR", 1615, 1910, "CO488", "CO", 488, "72S", "D", 0, 0, "NO", 0175
"104276", "SA", "MIA", "EWR", 1615, 1910, "CO488", "CO", 488, "M80", "D", 0, 0, "NO", 0175
"104277", "DAILY", "MIA", "EWR", 1900, 2155, "AA968", "AA", 968, "72S", "D", 0, 0, "NO", 0175
"104278", "DAILY", "MIA", "EWR", 2018, 2311, "CO242", "CO", 242, "M80", "S/", 0, 0, "NO", 0173
"104279", "NOT SU", "MKE", "EWR", 0735, 1040, "YX270", "YX", 270, "DC9", "B", 0, 0, "NO", 0125
"104280", "NOT SA", "MKE", "EWR", 1300, 1559, "YX272", "YX", 272, "DC9", "L", 0, 0, "NO", 0119
"104281", "NOT SA", "MKE", "EWR", 1825, 2125, "YX276", "YX", 276, "DC9", "D", 0, 0, "NO", 0120
"104282", "NOT SU", "MSP", "EWR", 0615, 0950, "CO348", "CO", 348, "733", "B", 0, 0, "NO", 0155
"104283", "DAILY", "MSP", "EWR", 0750, 1115, "NW770", "NW", 770, "320", "B", 0, 0, "NO", 0145
"104284", "DAILY", "MSP", "EWR", 1140, 1506, "NW768", "NW", 768, "757", "L", 0, 0, "NO", 0146
"104285", "NOT SU", "MSP", "EWR", 1315, 1649, "NW112", "NW", 112, "320", "S", 0, 0, "NO", 0154
"104286", "SU", "MSP", "EWR", 1315, 1649, "NW1572", "NW", 1572, "320", "S", 0, 0, "NO", 0154
"104287", "DAILY", "MSP", "EWR", 1412, 1749, "CO742", "CO", 742, "73S", "S", 0, 0, "NO", 0157
"104288", "DAILY", "MSP", "EWR", 1415, 1752, "NW198", "NW", 198, "320", "", 0, 0, "NO", 0157
"104289", "DAILY", "MSP", "EWR", 1800, 2136, "NW774", "NW", 774, "757", "D", 0, 0, "NO", 0156
"104290", "DAILY", "MSP", "EWR", 2030, 2359, "NW718", "NW", 718, "320", "", 0, 0, "NO", 0149
"104291", "DAILY", "ORD", "EWR", 0630, 0928, "UA500", "UA", 500, "72S", "B", 0, 0, "NO", 0118
"104292", "NOT SA SU", "ORD", "EWR", 0655, 0954, "CO309", "CO", 309, "M80", "B", 0, 0, "NO", 0119
"104293", "DAILY", "ORD", "EWR", 0700, 1003, "AA1672", "AA", 1672, "M80", "B/S", 0, 0, "NO", 0123
"104294", "DAILY", "ORD", "EWR", 0830, 1128, "UA276", "UA", 276, "72S", "B", 0, 0, "NO", 0118
"104295", "NOT SU", "ORD", "EWR", 0857, 1150, "CO313", "CO", 313, "M80", "B", 0, 0, "NO", 0113
"104296", "SU", "ORD", "EWR", 0857, 1150, "CO513", "CO", 513, "M80", "B", 0, 0, "NO", 0113
"104297", "DAILY", "ORD", "EWR", 0930, 1224, "UA258", "UA", 258, "72S", "S", 0, 0, "NO", 0114
"104298", "DAILY", "ORD", "EWR", 1020, 1315, "CO384", "CO", 384, "73S", "L", 0, 0, "NO", 0115
"104299", "DAILY", "ORD", "EWR", 1030, 1330, "AA174", "AA", 174, "M80", "L", 0, 0, "NO", 0120
"104300", "DAILY", "ORD", "EWR", 1030, 1336, "UA454", "UA", 454, "733", "L", 0, 0, "NO", 0126
"104301", "DAILY", "ORD", "EWR", 1130, 1430, "UA968", "UA", 968, "72S", "L", 0, 0, "NO", 0120
"104302", "NOT SU", "ORD", "EWR", 1135, 1554, "CO360", "CO", 360, "733", "", 1, 0, "NO", 0199
"104303", "DAILY", "ORD", "EWR", 1230, 1529, "UA426", "UA", 426, "757", "L", 0, 0, "NO", 0119
"104304", "DAILY", "ORD", "EWR", 1320, 1623, "AA1428", "AA", 1428, "M80", "S", 0, 0, "NO", 0123
"104305", "DAILY", "ORD", "EWR", 1330, 1646, "UA840", "UA", 840, "757", "S/", 0, 0, "NO", 0136
"104306", "DAILY", "ORD", "EWR", 1345, 1654, "CO394", "CO", 394, "737", "S", 0, 0, "NO", 0129
"104307", "DAILY", "ORD", "EWR", 1430, 1736, "UA906", "UA", 906, "733", "S", 0, 0, "NO", 0126
"104308", "NOT SA", "ORD", "EWR", 1530, 1838, "UA536", "UA", 536, "757", "S", 0, 0, "NO", 0128
"104309", "DAILY", "ORD", "EWR", 1615, 1920, "CO500", "CO", 500, "72S", "D", 0, 0, "NO", 0125
"104310", "DAILY", "ORD", "EWR", 1630, 1938, "AA1048", "AA", 1048, "72S", "D", 0, 0, "NO", 0128
"104311", "NOT SA", "ORD", "EWR", 1630, 1940, "UA240", "UA", 240, "D10", "D", 0, 0, "NO", 0130
"104312", "DAILY", "ORD", "EWR", 1730, 2038, "UA108", "UA", 108, "D10", "D", 0, 0, "NO", 0128
"104313", "NOT SA", "ORD", "EWR", 1830, 2132, "UA786", "UA", 786, "72S", "D", 0, 0, "NO", 0122
"104314", "NOT SA", "ORD", "EWR", 1950, 2255, "CO414", "CO", 414, "73S", "S/", 0, 0, "NO", 0125
"104315", "DAILY", "ORD", "EWR", 2015, 2315, "UA366", "UA", 366, "D10", "S/", 0, 0, "NO", 0120
"104316", "DAILY", "ORD", "EWR", 2015, 2320, "AA612", "AA", 612, "M80", "S/", 0, 0, "NO", 0125
"104317", "NOT SU", "PHL", "EWR", 0639, 0720, "CO3566", "CO", 3566, "ATR", "", 0, 0, "YES", 0041
"104318", "DAILY", "PHL", "EWR", 0900, 0947, "CO3568", "CO", 3568, "ATR", "", 0, 0, "YES", 0047
"104319", "DAILY", "PHL", "EWR", 1150, 1230, "CO3570", "CO", 3570, "ATR", "", 0, 0, "YES", 0040
"104320", "DAILY", "PHL", "EWR", 1358, 1458, "US3716", "US", 3716, "SH6", "", 0, 0, "YES", 0060
"104321", "DAILY", "PHL", "EWR", 1420, 1500, "CO3572", "CO", 3572, "ATR", "", 0, 0, "YES", 0040
"104322", "DAILY", "PHL", "EWR", 1615, 1658, "CO3574", "CO", 3574, "ATR", "", 0, 0, "YES", 0043
"104323", "DAILY", "PHL", "EWR", 1636, 1741, "US3698", "US", 3698, "SH6", "", 0, 0, "YES", 0065
"104324", "DAILY", "PHL", "EWR", 1815, 1903, "CO3576", "CO", 3576, "ATR", "", 0, 0, "YES", 0048
"104325", "NOT SA", "PHL", "EWR", 1940, 2040, "US3829", "US", 3829, "SH6", "", 0, 0, "YES", 0060
"104326", "DAILY", "PHX", "EWR", 0040, 0710, "CO600", "CO", 600, "733", "S", 0, 0, "NO", 0270
"104327", "DAILY", "PHX", "EWR", 0705, 1528, "DL662", "DL", 662, "757", "BL", 1, 0, "NO", 0383
"104328", "DAILY", "PHX", "EWR", 1022, 1700, "HP680", "HP", 680, "757", "L", 0, 0, "NO", 0278
"104329", "DAILY", "PHX", "EWR", 1445, 2320, "AA612", "AA", 612, "M80", "LS/L", 1, 0, "NO", 0395
"104330", "DAILY", "PHX", "EWR", 1550, 2230, "HP684", "HP", 684, "757", "D", 0, 0, "NO", 0280
"104331", "DAILY", "PHX", "EWR", 2330, 0605, "HP768", "HP", 768, "733", "", 0, 0, "NO", 0275
"104332", "NOT SU", "PIT", "EWR", 0700, 0812, "US110", "US", 110, "D9S", "S", 0, 0, "NO", 0072
"104333", "DAILY", "PIT", "EWR", 0700, 0820, "CO656", "CO", 656, "737", "S", 0, 0, "NO", 0080
"104334", "NOT SA SU", "PIT", "EWR", 0842, 0954, "CO1425", "CO", 1425, "73S", "S", 0, 0, "NO", 0072
"104335", "DAILY", "PIT", "EWR", 0855, 1012, "US462", "US", 462, "M80", "S", 0, 0, "NO", 0077
"104336", "NOT SA", "PIT", "EWR", 1115, 1229, "US664", "US", 664, "D9S", "", 0, 0, "NO", 0074
"104337", "DAILY", "PIT", "EWR", 1401, 1514, "US50", "US", 50, "M80", "", 0, 0, "NO", 0073
"104338", "DAILY", "PIT", "EWR", 1410, 1528, "CO748", "CO", 748, "737", "", 0, 0, "NO", 0078
"104339", "NOT SA", "PIT", "EWR", 1520, 1630, "US299", "US", 299, "734", "", 0, 0, "NO", 0070
"104340", "DAILY", "PIT", "EWR", 1655, 1815, "US840", "US", 840, "734", "", 0, 0, "NO", 0080
"104341", "DAILY", "PIT", "EWR", 1715, 1827, "US508", "US", 508, "D9S", "", 0, 0, "NO", 0072
"104342", "DAILY", "PIT", "EWR", 1750, 1911, "CO778", "CO", 778, "737", "S", 0, 0, "NO", 0081
"104343", "NOT SA", "PIT", "EWR", 2035, 2150, "CO572", "CO", 572, "73S", "", 0, 0, "NO", 0075
"104344", "DAILY", "PIT", "EWR", 2159, 2313, "US86", "US", 86, "733", "", 0, 0, "NO", 0074
"104345", "DAILY", "SAN", "EWR", 0635, 1623, "AA1428", "AA", 1428, "M80", "BS", 1, 0, "NO", 0408
"104346", "DAILY", "SAN", "EWR", 0700, 1645, "DL900", "DL", 900, "757", "BS/B", 1, 0, "NO", 0405
"104347", "DAILY", "SAN", "EWR", 0710, 1750, "CO828", "CO", 828, "AB3", "BL", 1, 0, "NO", 0460
"104348", "DAILY", "SAN", "EWR", 0750, 1752, "NW198", "NW", 198, "320", "B", 1, 0, "NO", 0422
"104349", "DAILY", "SAN", "EWR", 1125, 2115, "DL870", "DL", 870, "72S", "LD", 1, 0, "NO", 0410
"104350", "NOT SA", "SAN", "EWR", 1325, 2313, "US86", "US", 86, "733", "L", 1, 0, "NO", 0408
"104351", "SA", "SAN", "EWR", 1325, 2313, "US86", "US", 86, "733/F28", "L", 1, 0, "NO", 0408
"104352", "DAILY", "SEA", "EWR", 0005, 0948, "CO526", "CO", 526, "M80", "S", 1, 0, "NO", 0403
"104353", "DAILY", "SEA", "EWR", 0605, 1636, "CO184", "CO", 184, "AB3", "BL", 1, 0, "NO", 0451
"104354", "DAILY", "SEA", "EWR", 1111, 2104, "UA368", "UA", 368, "72S", "LD", 1, 0, "NO", 0413
"104355", "DAILY", "SEA", "EWR", 1450, 0111, "CO1260", "CO", 1260, "AB3", "SD", 1, 0, "NO", 0441
"104356", "DAILY", "SEA", "EWR", 2200, 0607, "CO206", "CO", 206, "AB3", "S", 0, 0, "NO", 0307
"104357", "DAILY", "SEA", "EWR", 2230, 0822, "DL786", "DL", 786, "757", "SB", 1, 0, "NO", 0412
"104358", "DAILY", "SFO", "EWR", 0800, 1620, "CO244", "CO", 244, "AB3", "B", 0, 0, "NO", 0320
"104359", "DAILY", "SFO", "EWR", 0800, 1625, "UA12", "UA", 12, "767", "BS", 0, 0, "NO", 0325
"104360", "DAILY", "SFO", "EWR", 1130, 1955, "UA278", "UA", 278, "757", "L", 0, 0, "NO", 0325
"104361", "NOT SU", "SFO", "EWR", 1215, 2344, "CO1622", "CO", 1622, "AB3", "LD", 1, 0, "NO", 0509
"104362", "DAILY", "SFO", "EWR", 1320, 2136, "UA158", "UA", 158, "757", "L", 0, 0, "NO", 0316
"104363", "DAILY", "SFO", "EWR", 2215, 0626, "CO254", "CO", 254, "AB3", "S", 0, 0, "NO", 0311
"104364", "DAILY", "SFO", "EWR", 2240, 0654, "UA38", "UA", 38, "757", "S", 0, 0, "NO", 0314
"104365", "NOT SU", "SJC", "EWR", 0630, 1646, "UA840", "UA", 840, "757", "BS/B", 1, 0, "NO", 0436
"104366", "SU", "SJC", "EWR", 0632, 1646, "UA840", "UA", 840, "757", "BS/B", 1, 0, "NO", 0434
"104367", "DAILY", "SJC", "EWR", 0850, 1844, "UA1462", "UA", 1462, "733", "BL", 1, 0, "NO", 0414
"104368", "NOT SA SU", "SLC", "EWR", 0820, 1620, "CO321", "CO", 321, "733", "SL", 1, 0, "NO", 0360
"104369", "SA", "SLC", "EWR", 0820, 1620, "CO321", "CO", 321, "M80", "SL", 1, 0, "NO", 0360
"104370", "SA", "SLC", "EWR", 1404, 2157, "CO838", "CO", 838, "72S", "D", 1, 0, "NO", 0353
"104371", "NOT SA", "SLC", "EWR", 1404, 2300, "CO1170", "CO", 1170, "72S", "S", 2, 0, "NO", 0416
"104372", "DAILY", "STL", "EWR", 0800, 1128, "CO542", "CO", 542, "73S", "B", 0, 0, "NO", 0148
"104373", "DAILY", "STL", "EWR", 0815, 1134, "TW372", "TW", 372, "72S", "B", 0, 0, "NO", 0139
"104374", "DAILY", "STL", "EWR", 1045, 1409, "TW402", "TW", 402, "72S", "L/S", 0, 0, "NO", 0144
"104375", "DAILY", "STL", "EWR", 1332, 1708, "TW136", "TW", 136, "M80", "S", 0, 0, "NO", 0156
"104376", "DAILY", "STL", "EWR", 1545, 1913, "CO1730", "CO", 1730, "73S", "S", 0, 0, "NO", 0148
"104377", "DAILY", "STL", "EWR", 1800, 2115, "TW316", "TW", 316, "72S", "D", 0, 0, "NO", 0135
"104378", "NOT SA SU", "STL", "EWR", 2012, 2328, "TW70", "TW", 70, "L10", "", 0, 0, "NO", 0136
"104379", "SA", "STL", "EWR", 2012, 2328, "TW70", "TW", 70, "72S", "", 0, 0, "NO", 0136
"104380", "SU", "STL", "EWR", 2045, 0002, "TW70", "TW", 70, "L10", "", 0, 0, "NO", 0137
"104381", "NOT SU", "TPA", "EWR", 0720, 0954, "CO816", "CO", 816, "73S", "B", 0, 0, "NO", 0154
"104382", "DAILY", "TPA", "EWR", 0845, 1303, "US202", "US", 202, "M80", "BS/S", 1, 0, "NO", 0258
"104383", "DAILY", "TPA", "EWR", 0855, 1132, "CO376", "CO", 376, "72S", "B", 0, 0, "NO", 0157
"104384", "DAILY", "TPA", "EWR", 1100, 1514, "US50", "US", 50, "M80", "L", 1, 0, "NO", 0254
"104385", "DAILY", "TPA", "EWR", 1205, 1450, "CO358", "CO", 358, "M80", "L", 0, 0, "NO", 0165
"104386", "DAILY", "TPA", "EWR", 1355, 1635, "CO388", "CO", 388, "M80", "S", 0, 0, "NO", 0160
"104388", "NOT SU", "TPA", "EWR", 1600, 1830, "CO186", "CO", 186, "72S", "D/S", 0, 0, "NO", 0150
"104389", "SU", "TPA", "EWR", 1600, 1830, "CO186", "CO", 186, "M80", "D", 0, 0, "NO", 0150
"104391", "DAILY", "TPA", "EWR", 2010, 2235, "CO1096", "CO", 1096, "72S", "S/", 0, 0, "NO", 0145
"104392", "NOT SA SU", "YTZ", "EWR", 0830, 1000, "AC1341", "AC", 1341, "DH8", "", 0, 0, "YES", 0090
"104393", "SU", "YTZ", "EWR", 1140, 1310, "AC1402", "AC", 1402, "DH8", "L", 0, 0, "YES", 0090
"104394", "DAILY", "YTZ", "EWR", 1330, 1505, "AC1404", "AC", 1404, "DH8", "L", 0, 0, "YES", 0095
"104395", "NOT SA", "YTZ", "EWR", 1745, 1915, "AC1351", "AC", 1351, "DH8", "S", 0, 0, "YES", 0090
"104396", "NOT SA", "YTZ", "EWR", 1845, 2015, "AC1355", "AC", 1355, "DH8", "", 0, 0, "YES", 0090
"104397", "NOT SA", "YUL", "EWR", 1530, 1647, "AC786", "AC", 786, "D9S", "", 0, 0, "NO", 0077
"104398", "DAILY", "YYZ", "EWR", 0855, 1020, "AC732", "AC", 732, "D9S", "B", 0, 0, "NO", 0085
"104399", "NOT SA SU", "YYZ", "EWR", 1215, 1335, "AC734", "AC", 734, "D9S", "S", 0, 0, "NO", 0080
